epoch,i,mean_dis1
0,99,9.662125587463379
0,199,9.398268699645996
0,299,9.294379234313965
0,399,9.134570121765137
1,99,8.945891380310059
1,199,8.699938774108887
1,299,8.781294822692871
1,399,8.686200141906738
